24214,agrum,estlocus2,"Hic autem rex quum paterno genere Geta esset, quam gentem ab eorum asperiore cultu commodiore ad componenda uerba Graeca uoce Moroulachos nostrates nuncupant, sese Coruinum, ut dictum est, appellauit, seu quia pater eius Ianus Chugniades, uir bello clarissimus, dum exercitum ducit uexillo usus est, in quo coruus annulum aureum rostro portans depictus erat, seu forsan consueto regum uitio assentatoribus facile crediderit se a Romanorum ciuium ueteribus colonis, qui Geticum agrum nunc quoque magna ex parte incolunt, progenitum esse, non immerito sane admiratus Romane nobilitatis maiestatem, scriptorum quidem monimentis illam mea sententia haud supra ueri fidem illustratam, caeterum iamdiu uetustate obsoletam, militiaeque extinctam fere desuetudine.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div2.p2.s2.w70,urn:cite:croala:loci.24214,urn:cite:croala:loci.ana.24214
24811,Hungarorum,estlocus4,"Verum ne Hungaros omnino stultitiae accusem, hac maxime causa, ut quidam affirmant, apud eos haec superstitionis uanitas inoleuit, eo quod illud diadema diuus Stefanus, qui primus Christiano ritu rex Hungarorum est appellatus, a summo pontifice ob susceptam religionem dono accepisse dicitur, consuetudoque obtinuit, cum propter uiri sanctitatem, tum Romani pontificis admirationem, quem sane id temporis paupertas ac continentia, uti et ceteros fere sacerdotes, maxime commendabant, illo dumtaxat reges insigniri, atque eo insignitos diademate ueros diui Stephani successores arbitrari.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div2.p3.s1.placeName30,urn:cite:croala:loci.24811,urn:cite:croala:loci.ana.24811
24904,Romani,estlocus4,"Verum ne Hungaros omnino stultitiae accusem, hac maxime causa, ut quidam affirmant, apud eos haec superstitionis uanitas inoleuit, eo quod illud diadema diuus Stefanus, qui primus Christiano ritu rex Hungarorum est appellatus, a summo pontifice ob susceptam religionem dono accepisse dicitur, consuetudoque obtinuit, cum propter uiri sanctitatem, tum Romani pontificis admirationem, quem sane id temporis paupertas ac continentia, uti et ceteros fere sacerdotes, maxime commendabant, illo dumtaxat reges insigniri, atque eo insignitos diademate ueros diui Stephani successores arbitrari.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div2.p3.s1.placeName49,urn:cite:croala:loci.24904,urn:cite:croala:loci.ana.24904
25502,Viannam,estlocus1,"Mattias, regium Hungarorum diadema a Friderico imperatore redimit; pretium tamen mox armata manu repetit, Viannam occupat, et ibidem e uiuis excedit.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div3.argument1.p1.s1.placeName15,urn:cite:croala:loci.25502,urn:cite:croala:loci.ana.25502
25723,Hungarici,estlocus4,"Caeterum quum aliquamdiu Fridericus Caesar diadema nequaquam se restituere uelle pertinaciter asseuerasset, tandem, multis legationibus fatigatus, diadema Hungaris reddidit, acceptis sexaginta millibus nummum aureorum, eo sane precio, homo auro deditus, animi dolorem, quem ex regni Hungarici repulsa conceperat, solatus.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div3.p1.s1.placeName36,urn:cite:croala:loci.25723,urn:cite:croala:loci.ana.25723
26188,Viannam,estlocus1,"Nam, quamuis Caesar Viannam et Nouam Vrbem cum multis Norici ac Carnici agri oppidis eo bello amiserit, Matthias tamen, dum auidius illum persequitur, fines regni sui a Turcis uastari passus est, quos procul dubio ex Europa pulsurus fuisset, si aduersus eos bellum gerere in animum induxisset, Christianis, qui Turcarum iugo pressi erant, id uehementer optantibus, deffectionemque pollicentibus: nempe contumeliosam grauiter sustinebant Turcarum dominationem.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div3.p1.s5.placeName4,urn:cite:croala:loci.26188,urn:cite:croala:loci.ana.26188
26197,Nouam,estlocus2,"Nam, quamuis Caesar Viannam et Nouam Vrbem cum multis Norici ac Carnici agri oppidis eo bello amiserit, Matthias tamen, dum auidius illum persequitur, fines regni sui a Turcis uastari passus est, quos procul dubio ex Europa pulsurus fuisset, si aduersus eos bellum gerere in animum induxisset, Christianis, qui Turcarum iugo pressi erant, id uehementer optantibus, deffectionemque pollicentibus: nempe contumeliosam grauiter sustinebant Turcarum dominationem.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div3.p1.s5.placeName6,urn:cite:croala:loci.26197,urn:cite:croala:loci.ana.26197
26202,Vrbem,estlocus2,"Nam, quamuis Caesar Viannam et Nouam Vrbem cum multis Norici ac Carnici agri oppidis eo bello amiserit, Matthias tamen, dum auidius illum persequitur, fines regni sui a Turcis uastari passus est, quos procul dubio ex Europa pulsurus fuisset, si aduersus eos bellum gerere in animum induxisset, Christianis, qui Turcarum iugo pressi erant, id uehementer optantibus, deffectionemque pollicentibus: nempe contumeliosam grauiter sustinebant Turcarum dominationem.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div3.p1.s5.placeName7,urn:cite:croala:loci.26202,urn:cite:croala:loci.ana.26202
26215,Norici,estlocus1,"Nam, quamuis Caesar Viannam et Nouam Vrbem cum multis Norici ac Carnici agri oppidis eo bello amiserit, Matthias tamen, dum auidius illum persequitur, fines regni sui a Turcis uastari passus est, quos procul dubio ex Europa pulsurus fuisset, si aduersus eos bellum gerere in animum induxisset, Christianis, qui Turcarum iugo pressi erant, id uehementer optantibus, deffectionemque pollicentibus: nempe contumeliosam grauiter sustinebant Turcarum dominationem.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div3.p1.s5.placeName10,urn:cite:croala:loci.26215,urn:cite:croala:loci.ana.26215
26224,Carnici,estlocus1,"Nam, quamuis Caesar Viannam et Nouam Vrbem cum multis Norici ac Carnici agri oppidis eo bello amiserit, Matthias tamen, dum auidius illum persequitur, fines regni sui a Turcis uastari passus est, quos procul dubio ex Europa pulsurus fuisset, si aduersus eos bellum gerere in animum induxisset, Christianis, qui Turcarum iugo pressi erant, id uehementer optantibus, deffectionemque pollicentibus: nempe contumeliosam grauiter sustinebant Turcarum dominationem.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div3.p1.s5.placeName12,urn:cite:croala:loci.26224,urn:cite:croala:loci.ana.26224
26337,Europa,estlocus1,"Nam, quamuis Caesar Viannam et Nouam Vrbem cum multis Norici ac Carnici agri oppidis eo bello amiserit, Matthias tamen, dum auidius illum persequitur, fines regni sui a Turcis uastari passus est, quos procul dubio ex Europa pulsurus fuisset, si aduersus eos bellum gerere in animum induxisset, Christianis, qui Turcarum iugo pressi erant, id uehementer optantibus, deffectionemque pollicentibus: nempe contumeliosam grauiter sustinebant Turcarum dominationem.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div3.p1.s5.placeName36,urn:cite:croala:loci.26337,urn:cite:croala:loci.ana.26337
26498,Alemanico,estlocus4,"Caeterum nondum confecto Alemanico bello rex Matthias Viannae, quae quidem urbs, ut quidam asserunt, Norici est agri, ut alii, Superioris Pannoniae, quam nunc Austriam uocant, fato est functus, spe fere certa longioris uitae fraudatus, propterea quod quidam Martinus ex eo Sarmatarum genere, quos nunc Polonos dicunt, Budensium sacerdos, qui quidem matheseos peritus habebatur, regi et uite cupido, et huic uanitati admodum dedito ac omnia ad fatum referenti, facile persuaserat se decennium adhuc uicturum, licet, quum ualetudine minus prospera uteretur, nec multum curae in ea tuenda poneret, et medici illum breui interiturum existimarent.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div3.p2.s1.placeName4,urn:cite:croala:loci.26498,urn:cite:croala:loci.ana.26498
26515,Viannae,estlocus1,"Caeterum nondum confecto Alemanico bello rex Matthias Viannae, quae quidem urbs, ut quidam asserunt, Norici est agri, ut alii, Superioris Pannoniae, quam nunc Austriam uocant, fato est functus, spe fere certa longioris uitae fraudatus, propterea quod quidam Martinus ex eo Sarmatarum genere, quos nunc Polonos dicunt, Budensium sacerdos, qui quidem matheseos peritus habebatur, regi et uite cupido, et huic uanitati admodum dedito ac omnia ad fatum referenti, facile persuaserat se decennium adhuc uicturum, licet, quum ualetudine minus prospera uteretur, nec multum curae in ea tuenda poneret, et medici illum breui interiturum existimarent.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div3.p2.s1.placeName8,urn:cite:croala:loci.26515,urn:cite:croala:loci.ana.26515
26556,Norici,estlocus1,"Caeterum nondum confecto Alemanico bello rex Matthias Viannae, quae quidem urbs, ut quidam asserunt, Norici est agri, ut alii, Superioris Pannoniae, quam nunc Austriam uocant, fato est functus, spe fere certa longioris uitae fraudatus, propterea quod quidam Martinus ex eo Sarmatarum genere, quos nunc Polonos dicunt, Budensium sacerdos, qui quidem matheseos peritus habebatur, regi et uite cupido, et huic uanitati admodum dedito ac omnia ad fatum referenti, facile persuaserat se decennium adhuc uicturum, licet, quum ualetudine minus prospera uteretur, nec multum curae in ea tuenda poneret, et medici illum breui interiturum existimarent.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div3.p2.s1.placeName15,urn:cite:croala:loci.26556,urn:cite:croala:loci.ana.26556
26585,Superioris,estlocus2,"Caeterum nondum confecto Alemanico bello rex Matthias Viannae, quae quidem urbs, ut quidam asserunt, Norici est agri, ut alii, Superioris Pannoniae, quam nunc Austriam uocant, fato est functus, spe fere certa longioris uitae fraudatus, propterea quod quidam Martinus ex eo Sarmatarum genere, quos nunc Polonos dicunt, Budensium sacerdos, qui quidem matheseos peritus habebatur, regi et uite cupido, et huic uanitati admodum dedito ac omnia ad fatum referenti, facile persuaserat se decennium adhuc uicturum, licet, quum ualetudine minus prospera uteretur, nec multum curae in ea tuenda poneret, et medici illum breui interiturum existimarent.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div3.p2.s1.placeName20,urn:cite:croala:loci.26585,urn:cite:croala:loci.ana.26585
26590,Pannoniae,estlocus2,"Caeterum nondum confecto Alemanico bello rex Matthias Viannae, quae quidem urbs, ut quidam asserunt, Norici est agri, ut alii, Superioris Pannoniae, quam nunc Austriam uocant, fato est functus, spe fere certa longioris uitae fraudatus, propterea quod quidam Martinus ex eo Sarmatarum genere, quos nunc Polonos dicunt, Budensium sacerdos, qui quidem matheseos peritus habebatur, regi et uite cupido, et huic uanitati admodum dedito ac omnia ad fatum referenti, facile persuaserat se decennium adhuc uicturum, licet, quum ualetudine minus prospera uteretur, nec multum curae in ea tuenda poneret, et medici illum breui interiturum existimarent.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div3.p2.s1.placeName21,urn:cite:croala:loci.26590,urn:cite:croala:loci.ana.26590
26607,Austriam,estlocus1,"Caeterum nondum confecto Alemanico bello rex Matthias Viannae, quae quidem urbs, ut quidam asserunt, Norici est agri, ut alii, Superioris Pannoniae, quam nunc Austriam uocant, fato est functus, spe fere certa longioris uitae fraudatus, propterea quod quidam Martinus ex eo Sarmatarum genere, quos nunc Polonos dicunt, Budensium sacerdos, qui quidem matheseos peritus habebatur, regi et uite cupido, et huic uanitati admodum dedito ac omnia ad fatum referenti, facile persuaserat se decennium adhuc uicturum, licet, quum ualetudine minus prospera uteretur, nec multum curae in ea tuenda poneret, et medici illum breui interiturum existimarent.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div3.p2.s1.placeName24,urn:cite:croala:loci.26607,urn:cite:croala:loci.ana.26607
27320,Albam,estlocus1,"Matthiae regis uirtutes et uitia; Hungari, rebus dispositis, regium corpus Albam deferunt, mox comitia regi creando indicunt.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div4.argument1.p1.s1.placeName11,urn:cite:croala:loci.27320,urn:cite:croala:loci.ana.27320
27845,Pragae,estlocus1,"Nam ut taceam fortunam eius, quae quidem illum et e carcere ad regnum extulit ― etenim Pragae in custodia erat cum rex ab Hungaris designatus est ― et insidiis suorum saepius in pericula adductum perpetua felicitate protexit, fuit uir tanti consilii ac peritiae in republica temperanda rebusque gerendis, ut nunquam ferme quicquam rei inceperit, quantumcunque id arduum fuerit, quin ei ex uoto cesserit.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div4.p1.s3.placeName16,urn:cite:croala:loci.27845,urn:cite:croala:loci.ana.27845
28942,Hungariam,estlocus1,"Adeo enim Hungariam edificiis exornauit, ut Alemaniam his rebus cultissimam hac tempestate pene adaequet.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div4.p2.s5.placeName3,urn:cite:croala:loci.28942,urn:cite:croala:loci.ana.28942
28963,Alemaniam,estlocus1,"Adeo enim Hungariam edificiis exornauit, ut Alemaniam his rebus cultissimam hac tempestate pene adaequet.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div4.p2.s5.placeName7,urn:cite:croala:loci.28963,urn:cite:croala:loci.ana.28963
29689,Viannae,estlocus1,"Extincto Matthia proceres Hungarorum, qui tunc Viannae aderant, bellum, quod ab Alemanis illatum secutum est, mentibus augurantes confestim in arcem conueniunt, de retinenda Austria inter se consultant, utpote quae parta fuerat magno impendio ac sanguine Hungarorum.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div4.p4.s1.placeName7,urn:cite:croala:loci.29689,urn:cite:croala:loci.ana.29689
29774,Austria,estlocus1,"Extincto Matthia proceres Hungarorum, qui tunc Viannae aderant, bellum, quod ab Alemanis illatum secutum est, mentibus augurantes confestim in arcem conueniunt, de retinenda Austria inter se consultant, utpote quae parta fuerat magno impendio ac sanguine Hungarorum.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div4.p4.s1.placeName24,urn:cite:croala:loci.29774,urn:cite:croala:loci.ana.29774
30031,Albam,estlocus1,"His decretis regis corpus, quod iam amicorum torpore, ut in tali fit casu, nondum curatum grauem odorem emittebat, Albam, ueterem regum sedem, ad sepeliendum defferri iubent.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div4.p4.s3.placeName19,urn:cite:croala:loci.30031,urn:cite:croala:loci.ana.30031
30080,Budam,estlocus1,"Budam mox petunt, Matthiaeque filio atque uxore in regias aedes deductis communi principum consilio comitia regi creando uniuersae nobilitati indicunt, uti Hungarorum mos est, cum rex absque liberis iusto susceptis matrimonio decedit, atque interim curam ad iusta regi facienda conuertunt.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div4.p4.s4.placeName1,urn:cite:croala:loci.30080,urn:cite:croala:loci.ana.30080
30285,Alba,estlocus2,Matthiae in Alba Regali magnifice parentatur.,urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div5.argument1.p1.s1.placeName3,urn:cite:croala:loci.30285,urn:cite:croala:loci.ana.30285
30290,Regali,estlocus2,Matthiae in Alba Regali magnifice parentatur.,urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div5.argument1.p1.s1.placeName4,urn:cite:croala:loci.30290,urn:cite:croala:loci.ana.30290
31319,Albam,estlocus2,"Constituto igitur exequiis die maior pars procerum una cum pontificibus Albam Regiam conueniunt, paratoque funere pompa hunc in modum fit.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div5.p2.s1.placeName11,urn:cite:croala:loci.31319,urn:cite:croala:loci.ana.31319
31324,Regiam,estlocus2,"Constituto igitur exequiis die maior pars procerum una cum pontificibus Albam Regiam conueniunt, paratoque funere pompa hunc in modum fit.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div5.p2.s1.placeName12,urn:cite:croala:loci.31324,urn:cite:croala:loci.ana.31324
31437,Albensis,estlocus4,"Primo sacerdotes, omnes quidem de more candidati, manu funale accensum singuli portantes e domo Albensis antistitis progrediuntur.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div5.p2.s2.placeName15,urn:cite:croala:loci.31437,urn:cite:croala:loci.ana.31437
31806,Romano,estlocus4,"Post hos proceres ibant circumstantes feretrum, purpura auro contexta opertum, post feretrum, quod quidem uiri nobilitate insignes portabant, quidam antistes Italus, qui forte a pontifice Romano ad Matthiam missus fuerat, dextra filium regis ex pellice natum, leua Hippolitum Estensem, admodum puerum, Strigoniensem pontificem designatum, habens cum omnibus presulibus aderat.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div5.p2.s5.placeName26,urn:cite:croala:loci.31806,urn:cite:croala:loci.ana.31806
31887,Strigoniensem,estlocus4,"Post hos proceres ibant circumstantes feretrum, purpura auro contexta opertum, post feretrum, quod quidem uiri nobilitate insignes portabant, quidam antistes Italus, qui forte a pontifice Romano ad Matthiam missus fuerat, dextra filium regis ex pellice natum, leua Hippolitum Estensem, admodum puerum, Strigoniensem pontificem designatum, habens cum omnibus presulibus aderat.",urn:cts:croala:tubero.commentarii.croala-loci:body1.div1.div5.p2.s5.placeName42,urn:cite:croala:loci.31887,urn:cite:croala:loci.ana.31887
